Tuner,N_iter,Colsample By Tree,Max Depth,N Estimators,Accuracy,Precision,Recall,F1,Micro F1,Target
random,21,0.6556761910055476,5,132,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
random,21,0.7733642673231353,4,73,0.8078817733990148,0.7710453368348106,0.799866924500447,0.783710096625564,0.8078817733990148,f1_macro
random,21,0.5794868643554594,5,109,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
bayes,21,0.33792624291584616,4,90,0.7881773399014779,0.7434180689819788,0.7773965719196833,0.7581076079410521,0.7881773399014778,f1_macro
bayes,21,0.6483779668609211,5,149,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
bayes,21,0.8,5,120,0.8177339901477833,0.7803433868651259,0.7962142792783427,0.7877474784893531,0.8177339901477833,f1_macro
bayes,21,0.6129859681620349,5,104,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
bayes,21,0.5716638901261692,5,59,0.8029556650246306,0.7612024966062233,0.7926205476888528,0.7751158718714595,0.8029556650246306,f1_macro
random,22,0.40695355229492725,4,90,0.7881773399014779,0.7434180689819788,0.7773965719196833,0.7581076079410521,0.7881773399014778,f1_macro
random,22,0.5467561413066309,5,96,0.812807881773399,0.7731412931305245,0.7935042521780716,0.7824123980250461,0.812807881773399,f1_macro
random,22,0.8109973411900238,5,101,0.812807881773399,0.7709339774557166,0.8005981466464281,0.7837968403185794,0.812807881773399,f1_macro
random,22,0.5691556977286907,5,131,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
random,22,0.7742043769794622,5,105,0.812807881773399,0.7731412931305245,0.7935042521780716,0.7824123980250461,0.812807881773399,f1_macro
bayes,22,0.5530147888054624,5,58,0.8029556650246306,0.7612024966062233,0.7926205476888528,0.7751158718714595,0.8029556650246306,f1_macro
bayes,22,0.5715930076320395,5,150,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
bayes,22,0.5339372077667509,5,104,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
bayes,22,0.6181081151656049,5,112,0.812807881773399,0.7731412931305245,0.7935042521780716,0.7824123980250461,0.812807881773399,f1_macro
bayes,22,0.5243216159674444,5,148,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
random,23,0.7067244511778028,4,138,0.8177339901477833,0.7803433868651259,0.7962142792783427,0.7877474784893531,0.8177339901477833,f1_macro
random,23,0.5236668458150474,5,134,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
random,23,0.8883770788488361,4,117,0.8177339901477833,0.7777263355432917,0.805286978700989,0.7901950948967024,0.8177339901477833,f1_macro
random,23,0.5057016565826855,5,98,0.812807881773399,0.7731412931305245,0.7935042521780716,0.7824123980250461,0.812807881773399,f1_macro
random,23,0.7370894857720736,4,66,0.8078817733990148,0.7710453368348106,0.799866924500447,0.783710096625564,0.8078817733990148,f1_macro
bayes,23,0.6024175022771905,5,109,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
bayes,23,0.6511949897481359,5,118,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
bayes,23,0.5659003273762078,5,96,0.812807881773399,0.7731412931305245,0.7935042521780716,0.7824123980250461,0.812807881773399,f1_macro
bayes,23,0.4352483803634561,4,97,0.7881773399014779,0.7434180689819788,0.7773965719196833,0.7581076079410521,0.7881773399014778,f1_macro
bayes,23,0.5415112284503105,5,141,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
random,24,0.9697105017976029,5,53,0.8177339901477833,0.7820473534759249,0.805286978700989,0.792768305740878,0.8177339901477833,f1_macro
random,24,0.5615310862371057,5,105,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
random,24,0.935211360714755,5,103,0.8275862068965517,0.7898629561765155,0.8107070329015311,0.7995657059392345,0.8275862068965517,f1_macro
random,24,0.9593288697597437,5,136,0.8226600985221675,0.7856567311112767,0.7989243063786137,0.7917564233657514,0.8226600985221676,f1_macro
random,24,0.6050751263772913,5,109,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
bayes,24,0.6088530668110135,5,150,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
bayes,24,0.6390516181607939,5,143,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
bayes,24,0.5400783340567386,5,150,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
bayes,24,0.43397921104824566,4,98,0.7881773399014779,0.7434180689819788,0.7773965719196833,0.7581076079410521,0.7881773399014778,f1_macro
bayes,24,0.6751193908661803,5,94,0.8078817733990148,0.7682748538011696,0.7862578753664775,0.7763645819201375,0.8078817733990148,f1_macro
random,25,0.5858858904514901,5,122,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
random,25,0.7702784391687025,5,95,0.8078817733990148,0.7682748538011696,0.7862578753664775,0.7763645819201375,0.8078817733990148,f1_macro
random,25,0.5697598879014809,5,131,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
random,25,0.5116473496740301,5,104,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
random,25,0.5316259958128391,5,126,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
bayes,25,0.3691046439379244,4,97,0.7881773399014779,0.7434180689819788,0.7773965719196833,0.7581076079410521,0.7881773399014778,f1_macro
bayes,25,0.6940110575110416,5,94,0.8078817733990148,0.7682748538011696,0.7862578753664775,0.7763645819201375,0.8078817733990148,f1_macro
bayes,25,0.5866975478598552,5,139,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
bayes,25,0.5201794102892736,5,117,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
bayes,25,0.6307180268171896,5,138,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
random,26,0.5428223935266603,5,131,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
random,26,0.6355583223036475,5,111,0.812807881773399,0.7731412931305245,0.7935042521780716,0.7824123980250461,0.812807881773399,f1_macro
random,26,0.418805849856391,4,88,0.7783251231527094,0.7341503267973856,0.7719765177191414,0.7501977081270786,0.7783251231527094,f1_macro
random,26,0.5086583880726293,5,128,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
random,26,0.7969129625741409,5,106,0.812807881773399,0.7731412931305245,0.7935042521780716,0.7824123980250461,0.812807881773399,f1_macro
bayes,26,0.6005449270203526,5,133,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
bayes,26,0.6090722799084846,5,148,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
bayes,26,0.5002803488632692,5,148,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
bayes,26,0.6548926650023716,5,143,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
bayes,26,0.6491815879708092,5,126,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
random,27,0.5439967118941642,5,120,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
random,27,0.6508307647493894,5,119,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
random,27,0.5228292631417679,5,132,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
random,27,0.6069256789015127,5,133,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
random,27,0.5506425615506871,5,140,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
bayes,27,0.6208686109303883,5,126,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
bayes,27,0.5704385212330654,5,148,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
bayes,27,0.570615325616463,5,148,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
bayes,27,0.5808918989978493,5,130,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
bayes,27,0.5282304220435321,5,119,0.8177339901477833,0.7784600389863549,0.7962142792783427,0.7864340734711104,0.8177339901477833,f1_macro
grid,27,0.5,5,100,0.812807881773399,0.7731412931305245,0.7935042521780716,0.7824123980250461,0.812807881773399,f1_macro
